text,rating,label,reason
A enjoyable experience with comfortable food. The visit matched the information shown in the app.,5,0,valid
The waterfront was beautiful. The facilities was amazing and I loved the entire experience.,1,1,rating_mismatch
Very good,2,1,too_short
I did not enjoy the visit because the food was confusing. The location also felt dirty.,2,0,valid
Bad,3,1,too_short
"Follow my page for guaranteed discounts, free products and special deals.",3,1,spam
I did not enjoy the visit because the food was crowded. The location also felt limited.,3,0,valid
The gallery was interesting. The architecture was amazing and I loved the entire experience.,1,1,rating_mismatch
A interesting experience with memorable facilities. The visit matched the information shown in the app.,5,0,valid
Okay,4,1,too_short
nice nice nice nice,2,1,repeated
"The gallery had potential, but the service was rude and the experience was crowded.",3,0,valid
"Follow my page for guaranteed discounts, free products and special deals.",3,1,spam
The waterfront was enjoyable. The walking route was amazing and I loved the entire experience.,1,1,rating_mismatch
"The cafe was acceptable overall. The food was average, and the visit matched the expected duration.",3,0,valid
"The restaurant was acceptable overall. The facilities was average, and the visit matched the expected duration.",3,0,valid
The mansion was disappointing. The environment was terrible and I would never recommend this place.,5,1,rating_mismatch
The environment was rude and the street market was disappointing. I would not return during a busy period.,1,0,valid
"The visit was below expectations. The entrance process was uncomfortable, although the location was easy to find.",2,0,valid
"The visit was below expectations. The exhibition was crowded, although the location was easy to find.",2,0,valid
"The heritage site was acceptable overall. The service was average, and the visit matched the expected duration.",3,0,valid
"I enjoyed the mansion. The walking route was excellent, and the location was easy to visit.",4,0,valid
The park was worth visiting because the environment was impressive. The overall experience was fresh.,5,0,valid
The museum was confusing. The walking route was terrible and I would never recommend this place.,5,1,rating_mismatch
The exhibition was comfortable and the museum felt clean. I would include it in another trip.,5,0,valid
The entrance process was confusing and the gallery was confusing. I would not return during a busy period.,3,0,valid
Best,1,1,too_short
The entrance process was disappointing and the cafe was limited. I would not return during a busy period.,2,0,valid
The food court was uncomfortable. The food was terrible and I would never recommend this place.,4,1,rating_mismatch
A comfortable experience with fresh environment. The visit matched the information shown in the app.,5,0,valid
"The heritage site was acceptable overall. The overall experience was average, and the visit matched the expected duration.",3,0,valid
The seating area was memorable and the mansion felt interesting. I would include it in another trip.,5,0,valid
"The restaurant was acceptable overall. The service was average, and the visit matched the expected duration.",3,0,valid
The museum was limited. The walking route was terrible and I would never recommend this place.,4,1,rating_mismatch
The environment was clean and the museum felt friendly. I would include it in another trip.,4,0,valid
Terrible,1,1,too_short
Buy now and use promo code SAVE7253. Click the link for a limited offer.,4,1,spam
The cultural centre was confusing. The environment was terrible and I would never recommend this place.,4,1,rating_mismatch
Buy now and use promo code SAVE3793. Click the link for a limited offer.,4,1,spam
Awesome,1,1,too_short
Nice,2,1,too_short
Contact WhatsApp 0173632249 for the best promotion and cheap package.,5,1,spam
I did not enjoy the visit because the service was overpriced. The location also felt confusing.,2,0,valid
The temple was memorable. The staff was amazing and I loved the entire experience.,2,1,rating_mismatch
"The restaurant was acceptable overall. The facilities was average, and the visit matched the expected duration.",3,0,valid
The facilities was interesting and the waterfront felt well organised. I would include it in another trip.,5,0,valid
The temple was noisy. The staff was terrible and I would never recommend this place.,4,1,rating_mismatch
"The temple had potential, but the entrance process was slow and the experience was overpriced.",3,0,valid
Visit my website http://cheap-deal1541.example for discount vouchers and free gifts.,4,1,spam
"The park had potential, but the seating area was crowded and the experience was uncomfortable.",2,0,valid
"The waterfront had potential, but the architecture was stale and the experience was disappointing.",1,0,valid
Visit my website http://cheap-deal6183.example for discount vouchers and free gifts.,4,1,spam
"The mansion had potential, but the seating area was noisy and the experience was stale.",3,0,valid
The cafe was disappointing. The walking route was terrible and I would never recommend this place.,4,1,rating_mismatch
The service was memorable and the restaurant felt interesting. I would include it in another trip.,5,0,valid
food food food food food,4,1,repeated
Very good,3,1,too_short
"Follow my page for guaranteed discounts, free products and special deals.",5,1,spam
"The food court was acceptable overall. The food was average, and the visit matched the expected duration.",3,0,valid
The waterfront was fresh. The entrance process was amazing and I loved the entire experience.,2,1,rating_mismatch
I did not enjoy the visit because the food was slow. The location also felt uncomfortable.,1,0,valid
The museum was stale. The entrance process was terrible and I would never recommend this place.,5,1,rating_mismatch
best best best best best,1,1,repeated
The exhibition was dirty and the heritage site was confusing. I would not return during a busy period.,1,0,valid
Okay,5,1,too_short
The gallery was worth visiting because the information boards was memorable. The overall experience was friendly.,5,0,valid
bad bad bad bad bad,4,1,repeated
The cultural centre was comfortable. The architecture was amazing and I loved the entire experience.,1,1,rating_mismatch
"The cafe was acceptable overall. The information boards was average, and the visit matched the expected duration.",3,0,valid
food food food food food,1,1,repeated
"The gallery had potential, but the staff was disappointing and the experience was uncomfortable.",3,0,valid
The park was noisy. The service was terrible and I would never recommend this place.,5,1,rating_mismatch
"The visit was below expectations. The service was disappointing, although the location was easy to find.",2,0,valid
Visit my website http://cheap-deal1323.example for discount vouchers and free gifts.,4,1,spam
The restaurant was worth visiting because the overall experience was comfortable. The overall experience was beautiful.,4,0,valid
The waterfront was poor. The facilities was terrible and I would never recommend this place.,5,1,rating_mismatch
great place great place great place,5,1,repeated
The cultural centre was clean. The walking route was amazing and I loved the entire experience.,1,1,rating_mismatch
"I enjoyed the restaurant. The exhibition was well organised, and the location was easy to visit.",5,0,valid
"The park was acceptable overall. The service was average, and the visit matched the expected duration.",3,0,valid
The information boards was enjoyable and the food court felt friendly. I would include it in another trip.,4,0,valid
"The gallery was acceptable overall. The environment was average, and the visit matched the expected duration.",3,0,valid
The cafe was slow. The overall experience was terrible and I would never recommend this place.,4,1,rating_mismatch
"I enjoyed the temple. The facilities was helpful, and the location was easy to visit.",5,0,valid
The cultural centre was worth visiting because the exhibition was beautiful. The overall experience was fresh.,5,0,valid
good good good good good,4,1,repeated
I did not enjoy the visit because the service was confusing. The location also felt noisy.,2,0,valid
"The street market was acceptable overall. The seating area was average, and the visit matched the expected duration.",3,0,valid
good good good good good,5,1,repeated
The cafe was comfortable. The exhibition was amazing and I loved the entire experience.,1,1,rating_mismatch
I did not enjoy the visit because the overall experience was stale. The location also felt crowded.,1,0,valid
The facilities was uncomfortable and the heritage site was uncomfortable. I would not return during a busy period.,3,0,valid
"Follow my page for guaranteed discounts, free products and special deals.",5,1,spam
"The visit was below expectations. The information boards was crowded, although the location was easy to find.",3,0,valid
"The visit was below expectations. The architecture was rude, although the location was easy to find.",3,0,valid
"The park was acceptable overall. The environment was average, and the visit matched the expected duration.",3,0,valid
great place great place great place,2,1,repeated
The information boards was uncomfortable and the cafe was crowded. I would not return during a busy period.,2,0,valid
"The restaurant was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
The mansion was worth visiting because the seating area was memorable. The overall experience was excellent.,4,0,valid
The temple was clean. The architecture was amazing and I loved the entire experience.,1,1,rating_mismatch
The gallery was uncomfortable. The facilities was terrible and I would never recommend this place.,5,1,rating_mismatch
The park was worth visiting because the walking route was fresh. The overall experience was enjoyable.,5,0,valid
